dim0,dim1,y
398941.0,334275.0,6.0
401748.0,337959.0,6.0
403286.0,331914.0,6.0
396466.0,327059.0,6.0
403987.0,331031.0,6.0
402088.0,327040.0,6.0
399785.0,328049.0,6.0
399383.0,327865.0,6.0
399312.0,327309.0,6.0
399041.0,331094.0,6.0
400073.0,326498.0,6.0
400162.0,332116.0,6.0
402612.0,332764.0,6.0
404829.0,333747.0,6.0
401477.0,330083.0,6.0
399337.0,331881.0,6.0
401977.0,335871.0,6.0
400579.0,330225.0,6.0
396744.0,329115.0,6.0
403002.0,335877.0,6.0
400971.0,322203.0,6.0
400427.0,328606.0,6.0
401629.0,337810.0,6.0
400827.0,328599.0,6.0
397023.0,327939.0,6.0
399487.0,326090.0,6.0
399538.0,332449.0,6.0
398318.0,323193.0,6.0
405319.0,328017.0,6.0
397231.0,331507.0,6.0
398470.0,329842.0,6.0
397748.0,331738.0,6.0
396287.0,330027.0,6.0
399392.0,332082.0,6.0
399133.0,325863.0,6.0
404839.0,331170.0,6.0
399213.0,324992.0,6.0
396635.0,332128.0,6.0
405071.0,329530.0,6.0
403904.0,332452.0,6.0
399274.0,328236.0,6.0
395237.0,330558.0,6.0
398594.0,333176.0,6.0
399507.0,323722.0,6.0
400873.0,324212.0,6.0
399174.0,324152.0,6.0
401402.0,332810.0,6.0
401239.0,331399.0,6.0
396045.0,327394.0,6.0
397002.0,334417.0,6.0
397656.0,330199.0,6.0
398394.0,324847.0,6.0
398986.0,326692.0,6.0
400039.0,325645.0,6.0
390421.0,332047.0,6.0
398555.0,327964.0,6.0
403929.0,326706.0,6.0
396627.0,327847.0,6.0
402953.0,327664.0,6.0
401108.0,332795.0,6.0
399908.0,331493.0,6.0
400577.0,331009.0,6.0
395051.0,330813.0,6.0
399733.0,330108.0,6.0
405072.0,327522.0,6.0
400311.0,331735.0,6.0
400131.0,327429.0,6.0
397678.0,326395.0,6.0
399903.0,326611.0,6.0
400735.0,332809.0,6.0
401348.0,333222.0,6.0
398821.0,324348.0,6.0
399252.0,329459.0,6.0
406399.0,331433.0,6.0
392858.0,327365.0,6.0
407050.0,333099.0,6.0
401067.0,330907.0,6.0
403162.0,329835.0,6.0
394737.0,327720.0,6.0
398134.0,331944.0,6.0
399121.0,332584.0,6.0
401337.0,331610.0,6.0
394718.0,328717.0,6.0
401491.0,333047.0,6.0
396165.0,326763.0,6.0
400209.0,330475.0,6.0
402063.0,334600.0,6.0
401034.0,329507.0,6.0
403424.0,327687.0,6.0
403181.0,336433.0,6.0
397942.0,329017.0,6.0
400813.0,331471.0,6.0
397014.0,327173.0,6.0
395820.0,330487.0,6.0
402925.0,331762.0,6.0
400000.0,330014.0,6.0
399826.0,331009.0,6.0
402881.0,334078.0,6.0
401880.0,325770.0,6.0
401107.0,330758.0,6.0
403954.0,324130.0,6.0
402940.0,330383.0,6.0
400758.0,336150.0,6.0
397817.0,332743.0,6.0
397940.0,329772.0,6.0
403770.0,329313.0,6.0
394903.0,331152.0,6.0
399923.0,333318.0,6.0
393837.0,329430.0,6.0
403227.0,335403.0,6.0
402725.0,327705.0,6.0
400004.0,323715.0,6.0
399776.0,327623.0,6.0
392138.0,328587.0,6.0
401838.0,329011.0,6.0
393067.0,326641.0,6.0
392666.0,333474.0,6.0
400253.0,324940.0,6.0
397001.0,328153.0,6.0
401301.0,327080.0,6.0
402141.0,328722.0,6.0
402712.0,328175.0,6.0
397814.0,331287.0,6.0
401421.0,326866.0,6.0
400318.0,327450.0,6.0
402612.0,330579.0,6.0
401695.0,333580.0,6.0
402839.0,324449.0,6.0
399583.0,335621.0,6.0
399535.0,327190.0,6.0
403187.0,332357.0,6.0
393284.0,332631.0,6.0
398404.0,334003.0,6.0
395982.0,327970.0,6.0
398790.0,329956.0,6.0
402051.0,329694.0,6.0
402611.0,328355.0,6.0
396790.0,330534.0,6.0
398510.0,330979.0,6.0
400433.0,328935.0,6.0
399077.0,330324.0,6.0
400954.0,338508.0,6.0
401265.0,330103.0,6.0
397059.0,331941.0,6.0
399441.0,328489.0,6.0
393258.0,327665.0,6.0
403622.0,329274.0,6.0
398011.0,331577.0,6.0
396193.0,327097.0,6.0
399197.0,324090.0,6.0
395482.0,329716.0,6.0
399934.0,328620.0,6.0
398227.0,330704.0,6.0
406887.0,330955.0,6.0
403600.0,332654.0,6.0
392104.0,332045.0,6.0
401396.0,325969.0,6.0
395579.0,324761.0,6.0
399193.0,331500.0,6.0
400520.0,331016.0,6.0
402365.0,327281.0,6.0
399137.0,333807.0,6.0
404985.0,330602.0,6.0
398479.0,330237.0,6.0
401036.0,330965.0,6.0
402102.0,332583.0,6.0
400269.0,334824.0,6.0
402786.0,329454.0,6.0
401022.0,324657.0,6.0
397520.0,332941.0,6.0
394291.0,326510.0,6.0
405877.0,334501.0,6.0
398088.0,327954.0,6.0
400327.0,334726.0,6.0
401781.0,327642.0,6.0
400359.0,326535.0,6.0
397139.0,332725.0,6.0
398521.0,325563.0,6.0
399605.0,332102.0,6.0
404677.0,331845.0,6.0
397278.0,329277.0,6.0
402481.0,329174.0,6.0
400976.0,336572.0,6.0
399260.0,328748.0,6.0
396658.0,329067.0,6.0
399101.0,326956.0,6.0
399726.0,327413.0,6.0
395353.0,327699.0,6.0
400608.0,335440.0,6.0
397400.0,328512.0,6.0
399702.0,327799.0,6.0
401063.0,328696.0,6.0
397139.0,331962.0,6.0
399088.0,325769.0,6.0
401107.0,332084.0,6.0
394195.0,325231.0,6.0
403276.0,329916.0,6.0
407667.0,325018.0,6.0
403034.0,331990.0,6.0
399001.0,332080.0,6.0
401355.0,327972.0,6.0
396724.0,330672.0,6.0
405938.0,331106.0,6.0
402975.0,333945.0,6.0
402490.0,330653.0,6.0
397230.0,332994.0,6.0
401012.0,329734.0,6.0
398235.0,327784.0,6.0
399015.0,329782.0,6.0
398197.0,329193.0,6.0
396756.0,332450.0,6.0
397126.0,329536.0,6.0
399336.0,327287.0,6.0
394628.0,328976.0,6.0
401921.0,333932.0,6.0
399627.0,328657.0,6.0
402211.0,328149.0,6.0
400853.0,333181.0,6.0
401563.0,330475.0,6.0
395310.0,328390.0,6.0
396774.0,327353.0,6.0
398586.0,325202.0,6.0
400347.0,330517.0,6.0
403569.0,329359.0,6.0
399083.0,330912.0,6.0
403989.0,325816.0,6.0
401503.0,334309.0,6.0
403713.0,331904.0,6.0
400401.0,325111.0,6.0
397923.0,333118.0,6.0
395315.0,327683.0,6.0
400492.0,331000.0,6.0
402588.0,330949.0,6.0
399075.0,327144.0,6.0
398290.0,320826.0,6.0
399024.0,331587.0,6.0
396532.0,328577.0,6.0
398441.0,327963.0,6.0
399428.0,331261.0,6.0
400145.0,327844.0,6.0
399798.0,332092.0,6.0
401933.0,330668.0,6.0
400346.0,326915.0,6.0
405736.0,333207.0,6.0
400987.0,331592.0,6.0
405706.0,334510.0,6.0
397713.0,326963.0,6.0
401665.0,327350.0,6.0
399177.0,330904.0,6.0
401898.0,332289.0,6.0
401878.0,332793.0,6.0
393087.0,329329.0,6.0
395804.0,328838.0,6.0
395443.0,331598.0,6.0
401271.0,336308.0,6.0
404649.0,333248.0,6.0
398967.0,330163.0,6.0
402569.0,328449.0,6.0
401725.0,331745.0,6.0
396674.0,328144.0,6.0
401257.0,330876.0,6.0
397622.0,332211.0,6.0
404795.0,333388.0,6.0
399897.0,331840.0,6.0
405173.0,334853.0,6.0
398656.0,335690.0,6.0
401864.0,324216.0,6.0
399801.0,324384.0,6.0
393606.0,326458.0,6.0
396894.0,323403.0,6.0
401937.0,329070.0,6.0
399826.0,328924.0,6.0
396462.0,330434.0,6.0
398019.0,330702.0,6.0
400789.0,327920.0,6.0
396860.0,327127.0,6.0
403083.0,332805.0,6.0
397974.0,328596.0,6.0
405720.0,326258.0,6.0
396585.0,329691.0,6.0
400630.0,330705.0,6.0
395190.0,328226.0,6.0
397712.0,331859.0,6.0
398124.0,330523.0,6.0
401269.0,329457.0,6.0
402979.0,330159.0,6.0
400950.0,331537.0,6.0
398820.0,328493.0,6.0
402579.0,326939.0,6.0
402526.0,329763.0,6.0
400380.0,330444.0,6.0
401806.0,331784.0,6.0
401305.0,330036.0,6.0
396879.0,328249.0,6.0
402402.0,332117.0,6.0
397922.0,329435.0,6.0
398090.0,332348.0,6.0
400560.0,329773.0,6.0
399028.0,329883.0,6.0
399583.0,329669.0,6.0
401883.0,327290.0,6.0
403310.0,327414.0,6.0
399374.0,326913.0,6.0
401036.0,335719.0,6.0
399246.0,329295.0,6.0
400726.0,333032.0,6.0
401391.0,331238.0,6.0
398049.0,335655.0,6.0
400869.0,333004.0,6.0
401901.0,326330.0,6.0
400292.0,329000.0,6.0
405470.0,333353.0,6.0
398076.0,330714.0,6.0
397669.0,336894.0,6.0
394466.0,329296.0,6.0
402879.0,325405.0,6.0
402742.0,331671.0,6.0
399747.0,327106.0,6.0
402841.0,330440.0,6.0
400581.0,333450.0,6.0
400920.0,331062.0,6.0
400357.0,330979.0,6.0
401391.0,329519.0,6.0
400321.0,329571.0,6.0
408814.0,330557.0,6.0
396311.0,320824.0,6.0
394136.0,330651.0,6.0
396393.0,332755.0,6.0
396543.0,325571.0,6.0
398629.0,325074.0,6.0
399467.0,331901.0,6.0
399309.0,325188.0,6.0
401712.0,324887.0,6.0
401231.0,332606.0,6.0
402376.0,328179.0,6.0
405623.0,334479.0,6.0
403868.0,326321.0,6.0
395942.0,327661.0,6.0
392635.0,330024.0,6.0
402852.0,332014.0,6.0
394195.0,330891.0,6.0
400211.0,330624.0,6.0
400112.0,329288.0,6.0
407043.0,328882.0,6.0
399781.0,331490.0,6.0
398396.0,328622.0,6.0
400746.0,331401.0,6.0
400777.0,333500.0,6.0
400222.0,322945.0,6.0
398075.0,335485.0,6.0
396134.0,327625.0,6.0
401001.0,334242.0,6.0
395753.0,334457.0,6.0
396736.0,325052.0,6.0
404210.0,330978.0,6.0
398675.0,340774.0,6.0
399556.0,329280.0,6.0
402845.0,331815.0,6.0
399051.0,330946.0,6.0
403255.0,334315.0,6.0
398909.0,333322.0,6.0
403203.0,327342.0,6.0
401990.0,328819.0,6.0
399326.0,331013.0,6.0
397262.0,329542.0,6.0
396701.0,337646.0,6.0
399146.0,331295.0,6.0
398614.0,331238.0,6.0
398708.0,327235.0,6.0
403110.0,326197.0,6.0
399059.0,332405.0,6.0
403617.0,329741.0,6.0
398319.0,331874.0,6.0
403076.0,327691.0,6.0
398348.0,332654.0,6.0
400558.0,324350.0,6.0
403070.0,335236.0,6.0
398691.0,332533.0,6.0
398614.0,330208.0,6.0
406335.0,326980.0,6.0
403007.0,329050.0,6.0
398634.0,330664.0,6.0
402052.0,334005.0,6.0
398861.0,326634.0,6.0
402232.0,334298.0,6.0
404477.0,339157.0,6.0
394926.0,327934.0,6.0
403254.0,331800.0,6.0
404610.0,328393.0,6.0
400150.0,324613.0,6.0
405522.0,335179.0,6.0
400491.0,332233.0,6.0
396088.0,328002.0,6.0
393064.0,329663.0,6.0
398946.0,329171.0,6.0
402256.0,325626.0,6.0
401004.0,321031.0,6.0
401308.0,329981.0,6.0
398175.0,328362.0,6.0
400455.0,328231.0,6.0
394818.0,326820.0,6.0
397596.0,324042.0,6.0
397411.0,328099.0,6.0
401644.0,330672.0,6.0
399955.0,326655.0,6.0
396346.0,331052.0,6.0
399970.0,329139.0,6.0
397819.0,329463.0,6.0
397892.0,325293.0,6.0
402733.0,327868.0,6.0
400359.0,331326.0,6.0
401260.0,327641.0,6.0
402795.0,330788.0,6.0
400570.0,336280.0,6.0
401742.0,332676.0,6.0
402160.0,333480.0,6.0
403702.0,337797.0,6.0
401505.0,333849.0,6.0
404466.0,331698.0,6.0
400071.0,336147.0,6.0
399849.0,327138.0,6.0
405380.0,328392.0,6.0
398388.0,336189.0,6.0
399991.0,331429.0,6.0
402909.0,330158.0,6.0
400474.0,331489.0,6.0
404443.0,329613.0,6.0
403270.0,329408.0,6.0
400922.0,328875.0,6.0
397541.0,328011.0,6.0
401792.0,327210.0,6.0
395628.0,329374.0,6.0
400773.0,328269.0,6.0
402557.0,334792.0,6.0
400674.0,330808.0,6.0
402782.0,333492.0,6.0
406447.0,330205.0,6.0
402922.0,330036.0,6.0
400844.0,334043.0,6.0
402029.0,334824.0,6.0
401346.0,330238.0,6.0
395842.0,334910.0,6.0
398683.0,331365.0,6.0
403873.0,331547.0,6.0
399862.0,336883.0,6.0
401842.0,335016.0,6.0
396817.0,332536.0,6.0
400204.0,331286.0,6.0
401898.0,328496.0,6.0
395695.0,329207.0,6.0
401099.0,335843.0,6.0
399425.0,323582.0,6.0
397029.0,327699.0,6.0
399881.0,329394.0,6.0
394003.0,329867.0,6.0
393271.0,323714.0,6.0
396278.0,331292.0,6.0
396868.0,331983.0,6.0
396291.0,326671.0,6.0
394544.0,328639.0,6.0
400911.0,326273.0,6.0
394959.0,334607.0,6.0
400349.0,331210.0,6.0
402489.0,329459.0,6.0
399993.0,327087.0,6.0
400294.0,330340.0,6.0
398804.0,335180.0,6.0
395311.0,330397.0,6.0
399861.0,331098.0,6.0
403038.0,326527.0,6.0
405497.0,331072.0,6.0
398640.0,332306.0,6.0
394854.0,325139.0,6.0
400526.0,333603.0,6.0
401190.0,337876.0,6.0
399282.0,325026.0,6.0
396367.0,323134.0,6.0
406402.0,330412.0,6.0
392539.0,331642.0,6.0
398387.0,329582.0,6.0
395821.0,329083.0,6.0
397988.0,329819.0,6.0
401005.0,326751.0,6.0
400437.0,324871.0,6.0
397752.0,334751.0,6.0
402457.0,331166.0,6.0
401968.0,326460.0,6.0
402047.0,333590.0,6.0
398654.0,325783.0,6.0
403316.0,329948.0,6.0
402089.0,332540.0,6.0
407933.0,328148.0,6.0
403363.0,329237.0,6.0
403659.0,330459.0,6.0
400168.0,336160.0,6.0
395926.0,331037.0,6.0
398826.0,328626.0,6.0
397604.0,329051.0,6.0
398217.0,328940.0,6.0
401756.0,334287.0,6.0
398239.0,328929.0,6.0
397169.0,327226.0,6.0
398706.0,330628.0,6.0
399491.0,329651.0,6.0
401294.0,332625.0,6.0
396988.0,332718.0,6.0
401003.0,333521.0,6.0
400247.0,332061.0,6.0
404188.0,332409.0,6.0
399326.0,335921.0,6.0
399575.0,326308.0,6.0
396296.0,328537.0,6.0
395619.0,324229.0,6.0
400982.0,332991.0,6.0
399211.0,329989.0,6.0
401593.0,329217.0,6.0
397177.0,324303.0,6.0
406035.0,331181.0,6.0
400387.0,329221.0,6.0
403311.0,326068.0,6.0
399282.0,326286.0,6.0
399486.0,327551.0,6.0
402182.0,329431.0,6.0
401757.0,324988.0,6.0
396457.0,329073.0,6.0
395153.0,331453.0,6.0
396528.0,328468.0,6.0
395523.0,327356.0,6.0
400188.0,330976.0,6.0
398700.0,333334.0,6.0
398836.0,328478.0,6.0
395696.0,328101.0,6.0
402465.0,325729.0,6.0
401390.0,327063.0,6.0
399717.0,331878.0,6.0
403229.0,329965.0,6.0
397236.0,332129.0,6.0
401311.0,332239.0,6.0
401102.0,331293.0,6.0
401104.0,332523.0,6.0
397694.0,334563.0,6.0
401034.0,331918.0,6.0
398372.0,331177.0,6.0
397165.0,329581.0,6.0
396195.0,325711.0,6.0
403282.0,328739.0,6.0
397325.0,330758.0,6.0
399453.0,326448.0,6.0
396178.0,331091.0,6.0
399060.0,330921.0,6.0
389779.0,329293.0,6.0
396563.0,330605.0,6.0
395489.0,329624.0,6.0
396792.0,329610.0,6.0
399326.0,329905.0,6.0
398971.0,332822.0,6.0
406149.0,330330.0,6.0
398192.0,321509.0,6.0
399209.0,328391.0,6.0
395037.0,330120.0,6.0
398490.0,332869.0,6.0
395769.0,333920.0,6.0
400096.0,327047.0,6.0
402698.0,332664.0,6.0
401278.0,330876.0,6.0
397784.0,329123.0,6.0
394844.0,329562.0,6.0
404617.0,330373.0,6.0
406483.0,331090.0,6.0
400381.0,330786.0,6.0
396870.0,327574.0,6.0
403788.0,327091.0,6.0
398126.0,332851.0,6.0
398514.0,329160.0,6.0
402803.0,334731.0,6.0
395620.0,326654.0,6.0
393812.0,327512.0,6.0
401330.0,334605.0,6.0
401267.0,334556.0,6.0
400301.0,326792.0,6.0
401571.0,330807.0,6.0
403422.0,334562.0,6.0
403069.0,334500.0,6.0
398202.0,325777.0,6.0
402561.0,335348.0,6.0
400548.0,332137.0,6.0
398401.0,330555.0,6.0
396226.0,328913.0,6.0
402046.0,327165.0,6.0
398882.0,330187.0,6.0
400147.0,329207.0,6.0
397492.0,337018.0,6.0
395097.0,330108.0,6.0
400543.0,329509.0,6.0
399803.0,329936.0,6.0
403792.0,328451.0,6.0
402535.0,336772.0,6.0
403331.0,332337.0,6.0
397632.0,329999.0,6.0
397039.0,333238.0,6.0
395987.0,329494.0,6.0
401575.0,329850.0,6.0
408820.0,329131.0,6.0
402301.0,328293.0,6.0
397555.0,334804.0,6.0
402646.0,332683.0,6.0
396432.0,329917.0,6.0
395495.0,334912.0,6.0
402269.0,330301.0,6.0
397540.0,330667.0,6.0
400999.0,325632.0,6.0
404448.0,331940.0,6.0
401268.0,325573.0,6.0
402940.0,327184.0,6.0
394922.0,332479.0,6.0
402092.0,331314.0,6.0
406763.0,327932.0,6.0
401711.0,328918.0,6.0
395127.0,330320.0,6.0
399358.0,330628.0,6.0
398419.0,324457.0,6.0
401211.0,326327.0,6.0
401303.0,324552.0,6.0
401282.0,329900.0,6.0
398850.0,324470.0,6.0
398105.0,332019.0,6.0
398136.0,326650.0,6.0
402699.0,326789.0,6.0
394140.0,335048.0,6.0
399344.0,336738.0,6.0
400855.0,327508.0,6.0
397936.0,329677.0,6.0
401509.0,336327.0,6.0
399774.0,328278.0,6.0
397033.0,335107.0,6.0
400510.0,332630.0,6.0
399152.0,330090.0,6.0
398704.0,328759.0,6.0
397751.0,335102.0,6.0
400194.0,332257.0,6.0
394162.0,327425.0,6.0
398740.0,331110.0,6.0
398281.0,327066.0,6.0
397116.0,330180.0,6.0
402064.0,335026.0,6.0
397678.0,331441.0,6.0
401710.0,327781.0,6.0
403086.0,331403.0,6.0
399504.0,327755.0,6.0
400878.0,336441.0,6.0
402022.0,324558.0,6.0
399744.0,327899.0,6.0
401710.0,332598.0,6.0
396007.0,327020.0,6.0
403511.0,330407.0,6.0
396871.0,331747.0,6.0
394217.0,333379.0,6.0
404378.0,327521.0,6.0
399802.0,329446.0,6.0
401420.0,328658.0,6.0
398851.0,329526.0,6.0
396773.0,330840.0,6.0
390282.0,327082.0,6.0
401980.0,332716.0,6.0
399093.0,331252.0,6.0
399376.0,328451.0,6.0
401283.0,330997.0,6.0
395512.0,332648.0,6.0
397693.0,332894.0,6.0
403628.0,332465.0,6.0
401891.0,329985.0,6.0
395948.0,327644.0,6.0
393033.0,330008.0,6.0
398194.0,328353.0,6.0
400677.0,329023.0,6.0
402980.0,333208.0,6.0
400296.0,334583.0,6.0
396451.0,331520.0,6.0
400968.0,336557.0,6.0
396293.0,324818.0,6.0
396961.0,329768.0,6.0
397933.0,330093.0,6.0
396112.0,334691.0,6.0
399143.0,331492.0,6.0
397154.0,328696.0,6.0
399097.0,331653.0,6.0
398538.0,331875.0,6.0
398704.0,330445.0,6.0
398408.0,323461.0,6.0
403900.0,333609.0,6.0
401930.0,319207.0,6.0
400187.0,330363.0,6.0
395361.0,324655.0,6.0
394859.0,328369.0,6.0
393787.0,333779.0,6.0
408238.0,329208.0,6.0
403075.0,336340.0,6.0
400813.0,332530.0,6.0
396919.0,328916.0,6.0
396375.0,326795.0,6.0
401732.0,328613.0,6.0
404949.0,331673.0,6.0
394645.0,322006.0,6.0
398579.0,331793.0,6.0
399733.0,330853.0,6.0
393701.0,331947.0,6.0
402660.0,336708.0,6.0
398689.0,328850.0,6.0
406047.0,327519.0,6.0
398764.0,333588.0,6.0
401294.0,332944.0,6.0
396387.0,329189.0,6.0
398024.0,327935.0,6.0
396304.0,330414.0,6.0
401241.0,326569.0,6.0
404117.0,330620.0,6.0
398123.0,327805.0,6.0
401380.0,327560.0,6.0
398405.0,332886.0,6.0
400323.0,330128.0,6.0
403783.0,334629.0,6.0
400380.0,326620.0,6.0
396721.0,330428.0,6.0
397290.0,326437.0,6.0
399463.0,331893.0,6.0
399394.0,334046.0,6.0
397262.0,332947.0,6.0
400571.0,323401.0,6.0
404005.0,332546.0,6.0
399206.0,329948.0,6.0
399353.0,330987.0,6.0
393038.0,327581.0,6.0
397551.0,324560.0,6.0
395594.0,332369.0,6.0
398779.0,328282.0,6.0
401662.0,329129.0,6.0
404817.0,331011.0,6.0
405687.0,338550.0,6.0
399630.0,337180.0,6.0
398987.0,325750.0,6.0
402585.0,328767.0,6.0
401550.0,333262.0,6.0
402420.0,323719.0,6.0
402461.0,334160.0,6.0
395319.0,328540.0,6.0
401709.0,334574.0,6.0
399711.0,327203.0,6.0
397596.0,326857.0,6.0
397807.0,337063.0,6.0
404052.0,332255.0,6.0
397439.0,328769.0,6.0
396089.0,326359.0,6.0
400679.0,333540.0,6.0
406359.0,331712.0,6.0
400081.0,322885.0,6.0
400975.0,327255.0,6.0
397033.0,339048.0,6.0
405294.0,330492.0,6.0
400395.0,323748.0,6.0
401676.0,327374.0,6.0
396989.0,328378.0,6.0
402701.0,332456.0,6.0
401231.0,329611.0,6.0
396344.0,329954.0,6.0
400126.0,329956.0,6.0
398575.0,326836.0,6.0
400345.0,333725.0,6.0
399208.0,328771.0,6.0
399399.0,328482.0,6.0
396734.0,330287.0,6.0
398978.0,329687.0,6.0
402424.0,328601.0,6.0
405517.0,330952.0,6.0
396330.0,336281.0,6.0
407518.0,332455.0,6.0
404826.0,328421.0,6.0
400533.0,327317.0,6.0
399048.0,329153.0,6.0
397791.0,324820.0,6.0
402633.0,336008.0,6.0
397803.0,330423.0,6.0
398539.0,326193.0,6.0
402794.0,330659.0,6.0
401379.0,325596.0,6.0
402836.0,332116.0,6.0
401596.0,329589.0,6.0
398732.0,330005.0,6.0
398375.0,330976.0,6.0
402518.0,332938.0,6.0
397878.0,327240.0,6.0
403753.0,325759.0,6.0
402500.0,329923.0,6.0
400910.0,327502.0,6.0
400010.0,331338.0,6.0
401156.0,324280.0,6.0
411152.0,333817.0,6.0
399644.0,330928.0,6.0
395078.0,326010.0,6.0
406056.0,329607.0,6.0
401929.0,332829.0,6.0
397951.0,337430.0,6.0
408277.0,329723.0,6.0
401742.0,334522.0,6.0
400930.0,327385.0,6.0
397540.0,330405.0,6.0
396632.0,329010.0,6.0
394408.0,330511.0,6.0
398663.0,328299.0,6.0
396670.0,325195.0,6.0
402048.0,329353.0,6.0
398996.0,331283.0,6.0
405594.0,328967.0,6.0
404777.0,329898.0,6.0
400519.0,331317.0,6.0
399106.0,331607.0,6.0
